Index,SYT,FlipSYT,FlipFoundQ,RootCount,FlipRootCount,Distance,SameRootsQ,Reason
76398,"{{1, 3, 6, 11, 15}, {2, 5, 10, 13}, {4, 7, 12}, {8, 9}, {14}}","{{1, 2, 4, 7, 8}, {3, 6, 9, 12}, {5, 11, 14}, {10, 15}, {13}}",False,,,,False,FlipSYTNotFound
76443,"{{1, 5, 6, 8, 12}, {2, 7, 9, 15}, {3, 11, 14}, {4, 13}, {10}}","{{1, 2, 3, 6, 12}, {4, 5, 9, 11}, {7, 10, 13}, {8, 14}, {15}}",False,,,,False,FlipSYTNotFound
76470,"{{1, 3, 8, 11, 15}, {2, 5, 9, 13}, {4, 7, 12}, {6, 10}, {14}}","{{1, 2, 4, 6, 10}, {3, 7, 9, 12}, {5, 11, 14}, {8, 15}, {13}}",False,,,,False,FlipSYTNotFound
76485,"{{1, 3, 8, 11, 15}, {2, 5, 9, 13}, {4, 6, 12}, {7, 10}, {14}}","{{1, 2, 4, 6, 9}, {3, 7, 10, 12}, {5, 11, 14}, {8, 15}, {13}}",False,,,,False,FlipSYTNotFound
76512,"{{1, 3, 7, 11, 15}, {2, 5, 9, 13}, {4, 8, 12}, {6, 10}, {14}}","{{1, 2, 4, 6, 10}, {3, 7, 8, 12}, {5, 11, 14}, {9, 15}, {13}}",False,,,,False,FlipSYTNotFound
76573,"{{1, 3, 5, 7, 15}, {2, 6, 8, 14}, {4, 10, 11}, {9, 13}, {12}}","{{1, 2, 3, 4, 7}, {5, 6, 12, 14}, {8, 10, 13}, {9, 11}, {15}}",False,,,,False,FlipSYTNotFound
76640,"{{1, 3, 5, 11, 15}, {2, 6, 9, 13}, {4, 8, 12}, {7, 10}, {14}}","{{1, 2, 4, 6, 9}, {3, 7, 8, 12}, {5, 13, 14}, {10, 15}, {11}}",False,,,,False,FlipSYTNotFound
76650,"{{1, 3, 6, 11, 15}, {2, 5, 9, 13}, {4, 8, 12}, {7, 10}, {14}}","{{1, 2, 4, 6, 9}, {3, 7, 8, 12}, {5, 11, 14}, {10, 15}, {13}}",False,,,,False,FlipSYTNotFound
76669,"{{1, 3, 6, 9, 13}, {2, 5, 8, 15}, {4, 10, 11}, {7, 12}, {14}}","{{1, 2, 6, 9, 12}, {3, 4, 8, 11}, {5, 13, 14}, {7, 15}, {10}}",False,,,,False,FlipSYTNotFound
76703,"{{1, 2, 4, 7, 15}, {3, 5, 6, 14}, {8, 10, 11}, {9, 13}, {12}}","{{1, 2, 3, 4, 7}, {5, 6, 11, 13}, {8, 10, 15}, {9, 14}, {12}}",False,,,,False,FlipSYTNotFound
76725,"{{1, 3, 7, 11, 15}, {2, 5, 9, 13}, {4, 6, 12}, {8, 10}, {14}}","{{1, 2, 4, 6, 8}, {3, 7, 10, 12}, {5, 11, 14}, {9, 15}, {13}}",False,,,,False,FlipSYTNotFound
76730,"{{1, 4, 6, 11, 15}, {2, 5, 9, 13}, {3, 7, 12}, {8, 10}, {14}}","{{1, 2, 4, 6, 8}, {3, 7, 9, 13}, {5, 11, 14}, {10, 15}, {12}}",False,,,,False,FlipSYTNotFound
76731,"{{1, 3, 6, 9, 13}, {2, 5, 7, 15}, {4, 10, 11}, {8, 12}, {14}}","{{1, 2, 6, 8, 12}, {3, 4, 9, 11}, {5, 13, 14}, {7, 15}, {10}}",False,,,,False,FlipSYTNotFound
76757,"{{1, 3, 6, 11, 15}, {2, 5, 9, 13}, {4, 7, 12}, {8, 10}, {14}}","{{1, 2, 4, 6, 8}, {3, 7, 9, 12}, {5, 11, 14}, {10, 15}, {13}}",False,,,,False,FlipSYTNotFound
76819,"{{1, 3, 7, 11, 15}, {2, 6, 8, 13}, {4, 9, 12}, {5, 10}, {14}}","{{1, 2, 4, 6, 11}, {3, 7, 10, 12}, {5, 13, 14}, {8, 15}, {9}}",False,,,,False,FlipSYTNotFound
76929,"{{1, 2, 4, 9, 15}, {3, 5, 8, 14}, {6, 7, 11}, {10, 13}, {12}}","{{1, 2, 3, 4, 10}, {5, 6, 9, 13}, {7, 8, 15}, {11, 14}, {12}}",False,,,,False,FlipSYTNotFound
76971,"{{1, 2, 4, 9, 15}, {3, 5, 6, 14}, {7, 8, 11}, {10, 13}, {12}}","{{1, 2, 3, 4, 9}, {5, 6, 11, 13}, {7, 8, 15}, {10, 14}, {12}}",False,,,,False,FlipSYTNotFound
77001,"{{1, 3, 7, 11, 15}, {2, 5, 8, 13}, {4, 6, 12}, {9, 10}, {14}}","{{1, 2, 4, 6, 7}, {3, 8, 10, 12}, {5, 11, 14}, {9, 15}, {13}}",False,,,,False,FlipSYTNotFound
77057,"{{1, 3, 6, 11, 15}, {2, 5, 8, 13}, {4, 7, 12}, {9, 10}, {14}}","{{1, 2, 4, 6, 7}, {3, 8, 9, 12}, {5, 11, 14}, {10, 15}, {13}}",False,,,,False,FlipSYTNotFound
77071,"{{1, 4, 6, 11, 15}, {2, 5, 8, 13}, {3, 7, 12}, {9, 10}, {14}}","{{1, 2, 4, 6, 7}, {3, 8, 9, 13}, {5, 11, 14}, {10, 15}, {12}}",False,,,,False,FlipSYTNotFound
77086,"{{1, 2, 5, 11, 15}, {3, 6, 8, 13}, {4, 7, 12}, {9, 10}, {14}}","{{1, 2, 4, 6, 7}, {3, 8, 9, 12}, {5, 13, 15}, {10, 14}, {11}}",False,,,,False,FlipSYTNotFound
77198,"{{1, 4, 9, 10, 15}, {2, 5, 11, 13}, {3, 7, 12}, {6, 8}, {14}}","{{1, 2, 4, 8, 10}, {3, 7, 9, 13}, {5, 11, 14}, {6, 15}, {12}}",False,,,,False,FlipSYTNotFound
77211,"{{1, 3, 9, 10, 15}, {2, 5, 11, 13}, {4, 7, 12}, {6, 8}, {14}}","{{1, 2, 4, 8, 10}, {3, 7, 9, 12}, {5, 11, 14}, {6, 15}, {13}}",False,,,,False,FlipSYTNotFound
77212,"{{1, 3, 9, 10, 15}, {2, 5, 11, 13}, {4, 6, 12}, {7, 8}, {14}}","{{1, 2, 4, 8, 9}, {3, 7, 10, 12}, {5, 11, 14}, {6, 15}, {13}}",False,,,,False,FlipSYTNotFound
77244,"{{1, 3, 8, 10, 15}, {2, 5, 11, 13}, {4, 6, 12}, {7, 9}, {14}}","{{1, 2, 4, 7, 9}, {3, 8, 10, 12}, {5, 11, 14}, {6, 15}, {13}}",False,,,,False,FlipSYTNotFound
77259,"{{1, 3, 8, 10, 15}, {2, 5, 11, 13}, {4, 7, 12}, {6, 9}, {14}}","{{1, 2, 4, 7, 10}, {3, 8, 9, 12}, {5, 11, 14}, {6, 15}, {13}}",False,,,,False,FlipSYTNotFound
77393,"{{1, 5, 8, 9, 12}, {2, 6, 10, 15}, {3, 7, 14}, {4, 13}, {11}}","{{1, 2, 3, 5, 12}, {4, 6, 8, 9}, {7, 10, 13}, {11, 14}, {15}}",False,,,,False,FlipSYTNotFound
77447,"{{1, 2, 6, 9, 13}, {3, 4, 8, 15}, {5, 7, 11}, {10, 12}, {14}}","{{1, 2, 6, 9, 11}, {3, 4, 8, 13}, {5, 12, 15}, {7, 14}, {10}}",False,,,,False,FlipSYTNotFound
77477,"{{1, 3, 7, 10, 15}, {2, 5, 11, 13}, {4, 6, 12}, {8, 9}, {14}}","{{1, 2, 4, 7, 8}, {3, 9, 10, 12}, {5, 11, 14}, {6, 15}, {13}}",False,,,,False,FlipSYTNotFound
77566,"{{1, 3, 8, 9, 15}, {2, 5, 11, 13}, {4, 6, 12}, {7, 10}, {14}}","{{1, 2, 4, 6, 9}, {3, 8, 10, 12}, {5, 11, 14}, {7, 15}, {13}}",False,,,,False,FlipSYTNotFound
77595,"{{1, 3, 8, 9, 15}, {2, 5, 11, 13}, {4, 7, 12}, {6, 10}, {14}}","{{1, 2, 4, 6, 10}, {3, 8, 9, 12}, {5, 11, 14}, {7, 15}, {13}}",False,,,,False,FlipSYTNotFound
77705,"{{1, 3, 7, 9, 15}, {2, 5, 11, 13}, {4, 6, 12}, {8, 10}, {14}}","{{1, 2, 4, 6, 8}, {3, 9, 10, 12}, {5, 11, 14}, {7, 15}, {13}}",False,,,,False,FlipSYTNotFound
77725,"{{1, 3, 5, 8, 12}, {2, 7, 10, 15}, {4, 9, 14}, {6, 13}, {11}}","{{1, 2, 3, 5, 14}, {4, 6, 7, 10}, {8, 9, 12}, {11, 13}, {15}}",False,,,,False,FlipSYTNotFound
78026,"{{1, 2, 4, 10, 13}, {3, 6, 8, 15}, {5, 7, 9}, {11, 12}, {14}}","{{1, 2, 5, 9, 11}, {3, 4, 7, 13}, {6, 10, 15}, {8, 14}, {12}}",False,,,,False,FlipSYTNotFound
78157,"{{1, 2, 4, 8, 15}, {3, 5, 6, 14}, {7, 9, 10}, {11, 13}, {12}}","{{1, 2, 3, 4, 9}, {5, 7, 11, 13}, {6, 10, 15}, {8, 14}, {12}}",False,,,,False,FlipSYTNotFound
78172,"{{1, 2, 4, 9, 13}, {3, 6, 8, 15}, {5, 7, 10}, {11, 12}, {14}}","{{1, 2, 5, 9, 11}, {3, 4, 8, 13}, {6, 10, 15}, {7, 14}, {12}}",False,,,,False,FlipSYTNotFound
78189,"{{1, 2, 4, 6, 15}, {3, 7, 11, 13}, {5, 9, 12}, {8, 10}, {14}}","{{1, 2, 4, 6, 8}, {3, 7, 11, 15}, {5, 12, 13}, {9, 14}, {10}}",False,,,,False,FlipSYTNotFound
78235,"{{1, 3, 7, 8, 15}, {2, 5, 11, 13}, {4, 6, 12}, {9, 10}, {14}}","{{1, 2, 4, 6, 7}, {3, 9, 10, 12}, {5, 11, 14}, {8, 15}, {13}}",False,,,,False,FlipSYTNotFound
78301,"{{1, 2, 4, 7, 15}, {3, 5, 6, 14}, {8, 9, 10}, {11, 13}, {12}}","{{1, 2, 3, 4, 8}, {5, 7, 11, 13}, {6, 10, 15}, {9, 14}, {12}}",False,,,,False,FlipSYTNotFound
78347,"{{1, 3, 9, 12, 15}, {2, 5, 10, 14}, {4, 7, 11}, {6, 8}, {13}}","{{1, 2, 3, 8, 10}, {4, 5, 9, 12}, {6, 11, 14}, {7, 15}, {13}}",False,,,,False,FlipSYTNotFound
78365,"{{1, 3, 9, 12, 15}, {2, 5, 10, 14}, {4, 6, 11}, {7, 8}, {13}}","{{1, 2, 3, 8, 9}, {4, 5, 10, 12}, {6, 11, 14}, {7, 15}, {13}}",False,,,,False,FlipSYTNotFound
78421,"{{1, 3, 8, 12, 15}, {2, 5, 10, 14}, {4, 6, 11}, {7, 9}, {13}}","{{1, 2, 3, 7, 9}, {4, 5, 10, 12}, {6, 11, 14}, {8, 15}, {13}}",False,,,,False,FlipSYTNotFound
78425,"{{1, 3, 8, 12, 15}, {2, 5, 10, 14}, {4, 7, 11}, {6, 9}, {13}}","{{1, 2, 3, 7, 10}, {4, 5, 9, 12}, {6, 11, 14}, {8, 15}, {13}}",False,,,,False,FlipSYTNotFound
78427,"{{1, 5, 6, 8, 12}, {2, 7, 9, 15}, {3, 10, 14}, {4, 13}, {11}}","{{1, 2, 3, 5, 12}, {4, 6, 9, 11}, {7, 10, 13}, {8, 14}, {15}}",False,,,,False,FlipSYTNotFound
78500,"{{1, 3, 8, 10, 15}, {2, 5, 9, 13}, {4, 7, 12}, {6, 11}, {14}}","{{1, 2, 4, 5, 10}, {3, 7, 9, 12}, {6, 11, 14}, {8, 15}, {13}}",False,,,,False,FlipSYTNotFound
78503,"{{1, 3, 7, 12, 15}, {2, 5, 10, 14}, {4, 8, 11}, {6, 9}, {13}}","{{1, 2, 3, 7, 10}, {4, 5, 8, 12}, {6, 11, 14}, {9, 15}, {13}}",False,,,,False,FlipSYTNotFound
78521,"{{1, 3, 8, 10, 15}, {2, 5, 9, 13}, {4, 6, 12}, {7, 11}, {14}}","{{1, 2, 4, 5, 9}, {3, 7, 10, 12}, {6, 11, 14}, {8, 15}, {13}}",False,,,,False,FlipSYTNotFound
78542,"{{1, 3, 7, 10, 15}, {2, 5, 9, 13}, {4, 8, 12}, {6, 11}, {14}}","{{1, 2, 4, 5, 10}, {3, 7, 8, 12}, {6, 11, 14}, {9, 15}, {13}}",False,,,,False,FlipSYTNotFound
78558,"{{1, 3, 7, 10, 15}, {2, 6, 9, 13}, {4, 8, 12}, {5, 11}, {14}}","{{1, 2, 4, 5, 11}, {3, 7, 8, 12}, {6, 10, 14}, {9, 15}, {13}}",False,,,,False,FlipSYTNotFound
78569,"{{1, 3, 6, 12, 15}, {2, 5, 10, 14}, {4, 8, 11}, {7, 9}, {13}}","{{1, 2, 3, 7, 9}, {4, 5, 8, 12}, {6, 11, 14}, {10, 15}, {13}}",False,,,,False,FlipSYTNotFound
78610,"{{1, 3, 5, 12, 15}, {2, 6, 10, 14}, {4, 8, 11}, {7, 9}, {13}}","{{1, 2, 3, 7, 9}, {4, 5, 8, 12}, {6, 13, 14}, {10, 15}, {11}}",False,,,,False,FlipSYTNotFound
78617,"{{1, 4, 6, 10, 15}, {2, 5, 9, 13}, {3, 8, 12}, {7, 11}, {14}}","{{1, 2, 4, 5, 9}, {3, 7, 8, 13}, {6, 11, 14}, {10, 15}, {12}}",False,,,,False,FlipSYTNotFound
78625,"{{1, 3, 6, 10, 15}, {2, 5, 9, 13}, {4, 8, 12}, {7, 11}, {14}}","{{1, 2, 4, 5, 9}, {3, 7, 8, 12}, {6, 11, 14}, {10, 15}, {13}}",False,,,,False,FlipSYTNotFound
78657,"{{1, 3, 7, 12, 15}, {2, 5, 10, 14}, {4, 6, 11}, {8, 9}, {13}}","{{1, 2, 3, 7, 8}, {4, 5, 10, 12}, {6, 11, 14}, {9, 15}, {13}}",False,,,,False,FlipSYTNotFound
78674,"{{1, 3, 6, 12, 15}, {2, 5, 10, 14}, {4, 7, 11}, {8, 9}, {13}}","{{1, 2, 3, 7, 8}, {4, 5, 9, 12}, {6, 11, 14}, {10, 15}, {13}}",False,,,,False,FlipSYTNotFound
78705,"{{1, 3, 8, 12, 15}, {2, 5, 9, 14}, {4, 7, 11}, {6, 10}, {13}}","{{1, 2, 3, 6, 10}, {4, 5, 9, 12}, {7, 11, 14}, {8, 15}, {13}}",False,,,,False,FlipSYTNotFound
78712,"{{1, 3, 7, 10, 15}, {2, 5, 9, 13}, {4, 6, 12}, {8, 11}, {14}}","{{1, 2, 4, 5, 8}, {3, 7, 10, 12}, {6, 11, 14}, {9, 15}, {13}}",False,,,,False,FlipSYTNotFound
78726,"{{1, 3, 9, 11, 12}, {2, 5, 10, 15}, {4, 7, 13}, {6, 8}, {14}}","{{1, 2, 6, 8, 10}, {3, 5, 9, 12}, {4, 11, 14}, {7, 15}, {13}}",False,,,,False,FlipSYTNotFound
78729,"{{1, 3, 8, 12, 15}, {2, 5, 9, 14}, {4, 6, 11}, {7, 10}, {13}}","{{1, 2, 3, 6, 9}, {4, 5, 10, 12}, {7, 11, 14}, {8, 15}, {13}}",False,,,,False,FlipSYTNotFound
78732,"{{1, 3, 7, 12, 15}, {2, 5, 9, 14}, {4, 8, 11}, {6, 10}, {13}}","{{1, 2, 3, 6, 10}, {4, 5, 8, 12}, {7, 11, 14}, {9, 15}, {13}}",False,,,,False,FlipSYTNotFound
78755,"{{1, 4, 9, 11, 12}, {2, 6, 10, 15}, {3, 7, 13}, {5, 8}, {14}}","{{1, 2, 6, 8, 11}, {3, 5, 9, 13}, {4, 10, 14}, {7, 15}, {12}}",False,,,,False,FlipSYTNotFound
78759,"{{1, 3, 6, 10, 15}, {2, 5, 9, 13}, {4, 7, 12}, {8, 11}, {14}}","{{1, 2, 4, 5, 8}, {3, 7, 9, 12}, {6, 11, 14}, {10, 15}, {13}}",False,,,,False,FlipSYTNotFound
78762,"{{1, 2, 5, 10, 15}, {3, 6, 9, 13}, {4, 7, 12}, {8, 11}, {14}}","{{1, 2, 4, 5, 8}, {3, 7, 9, 12}, {6, 13, 15}, {10, 14}, {11}}",False,,,,False,FlipSYTNotFound
78775,"{{1, 3, 9, 11, 12}, {2, 5, 10, 15}, {4, 6, 13}, {7, 8}, {14}}","{{1, 2, 6, 8, 9}, {3, 5, 10, 12}, {4, 11, 14}, {7, 15}, {13}}",False,,,,False,FlipSYTNotFound
78822,"{{1, 3, 8, 11, 12}, {2, 5, 10, 15}, {4, 6, 13}, {7, 9}, {14}}","{{1, 2, 6, 7, 9}, {3, 5, 10, 12}, {4, 11, 14}, {8, 15}, {13}}",False,,,,False,FlipSYTNotFound
78828,"{{1, 3, 7, 10, 15}, {2, 6, 8, 13}, {4, 9, 12}, {5, 11}, {14}}","{{1, 2, 4, 5, 11}, {3, 7, 10, 12}, {6, 13, 14}, {8, 15}, {9}}",False,,,,False,FlipSYTNotFound
78829,"{{1, 3, 8, 11, 12}, {2, 5, 10, 15}, {4, 7, 13}, {6, 9}, {14}}","{{1, 2, 6, 7, 10}, {3, 5, 9, 12}, {4, 11, 14}, {8, 15}, {13}}",False,,,,False,FlipSYTNotFound
78851,"{{1, 3, 6, 12, 15}, {2, 5, 9, 14}, {4, 8, 11}, {7, 10}, {13}}","{{1, 2, 3, 6, 9}, {4, 5, 8, 12}, {7, 11, 14}, {10, 15}, {13}}",False,,,,False,FlipSYTNotFound
78855,"{{1, 3, 7, 11, 12}, {2, 5, 10, 15}, {4, 8, 13}, {6, 9}, {14}}","{{1, 2, 6, 7, 10}, {3, 5, 8, 12}, {4, 11, 14}, {9, 15}, {13}}",False,,,,False,FlipSYTNotFound
78936,"{{1, 3, 6, 11, 12}, {2, 5, 10, 15}, {4, 8, 13}, {7, 9}, {14}}","{{1, 2, 6, 7, 9}, {3, 5, 8, 12}, {4, 11, 14}, {10, 15}, {13}}",False,,,,False,FlipSYTNotFound
78954,"{{1, 4, 7, 12, 15}, {2, 5, 9, 14}, {3, 6, 11}, {8, 10}, {13}}","{{1, 2, 3, 6, 8}, {4, 5, 10, 13}, {7, 11, 14}, {9, 15}, {12}}",False,,,,False,FlipSYTNotFound
78964,"{{1, 3, 7, 12, 15}, {2, 5, 9, 14}, {4, 6, 11}, {8, 10}, {13}}","{{1, 2, 3, 6, 8}, {4, 5, 10, 12}, {7, 11, 14}, {9, 15}, {13}}",False,,,,False,FlipSYTNotFound
78973,"{{1, 3, 7, 11, 12}, {2, 5, 10, 15}, {4, 6, 13}, {8, 9}, {14}}","{{1, 2, 6, 7, 8}, {3, 5, 10, 12}, {4, 11, 14}, {9, 15}, {13}}",False,,,,False,FlipSYTNotFound
78984,"{{1, 3, 6, 12, 15}, {2, 5, 9, 14}, {4, 7, 11}, {8, 10}, {13}}","{{1, 2, 3, 6, 8}, {4, 5, 9, 12}, {7, 11, 14}, {10, 15}, {13}}",False,,,,False,FlipSYTNotFound
78985,"{{1, 3, 6, 11, 12}, {2, 5, 10, 15}, {4, 7, 13}, {8, 9}, {14}}","{{1, 2, 6, 7, 8}, {3, 5, 9, 12}, {4, 11, 14}, {10, 15}, {13}}",False,,,,False,FlipSYTNotFound
78998,"{{1, 2, 5, 12, 15}, {3, 6, 9, 14}, {4, 7, 11}, {8, 10}, {13}}","{{1, 2, 3, 6, 8}, {4, 5, 9, 12}, {7, 13, 15}, {10, 14}, {11}}",False,,,,False,FlipSYTNotFound
79039,"{{1, 3, 7, 10, 15}, {2, 5, 8, 13}, {4, 6, 12}, {9, 11}, {14}}","{{1, 2, 4, 5, 7}, {3, 8, 10, 12}, {6, 11, 14}, {9, 15}, {13}}",False,,,,False,FlipSYTNotFound
79051,"{{1, 3, 6, 10, 15}, {2, 5, 8, 13}, {4, 7, 12}, {9, 11}, {14}}","{{1, 2, 4, 5, 7}, {3, 8, 9, 12}, {6, 11, 14}, {10, 15}, {13}}",False,,,,False,FlipSYTNotFound
79052,"{{1, 4, 8, 11, 12}, {2, 6, 9, 15}, {3, 7, 13}, {5, 10}, {14}}","{{1, 2, 6, 9, 11}, {3, 5, 7, 13}, {4, 10, 14}, {8, 15}, {12}}",False,,,,False,FlipSYTNotFound
79062,"{{1, 3, 7, 12, 15}, {2, 6, 8, 14}, {4, 9, 11}, {5, 10}, {13}}","{{1, 2, 3, 6, 11}, {4, 5, 10, 12}, {7, 13, 14}, {8, 15}, {9}}",False,,,,False,FlipSYTNotFound
79067,"{{1, 3, 5, 9, 11}, {2, 7, 10, 15}, {4, 8, 14}, {6, 13}, {12}}","{{1, 2, 3, 4, 14}, {5, 6, 8, 10}, {7, 9, 12}, {11, 13}, {15}}",False,,,,False,FlipSYTNotFound
79089,"{{1, 3, 7, 11, 12}, {2, 5, 9, 15}, {4, 8, 13}, {6, 10}, {14}}","{{1, 2, 6, 8, 10}, {3, 5, 7, 12}, {4, 11, 14}, {9, 15}, {13}}",False,,,,False,FlipSYTNotFound
79092,"{{1, 3, 5, 9, 11}, {2, 6, 10, 15}, {4, 8, 14}, {7, 13}, {12}}","{{1, 2, 3, 4, 14}, {5, 6, 8, 9}, {7, 10, 12}, {11, 13}, {15}}",False,,,,False,FlipSYTNotFound
79107,"{{1, 3, 8, 11, 12}, {2, 5, 9, 15}, {4, 7, 13}, {6, 10}, {14}}","{{1, 2, 6, 9, 10}, {3, 5, 7, 12}, {4, 11, 14}, {8, 15}, {13}}",False,,,,False,FlipSYTNotFound
79130,"{{1, 3, 8, 11, 12}, {2, 4, 9, 15}, {5, 6, 13}, {7, 10}, {14}}","{{1, 2, 6, 9, 11}, {3, 5, 7, 10}, {4, 12, 14}, {8, 15}, {13}}",False,,,,False,FlipSYTNotFound
79175,"{{1, 3, 6, 11, 12}, {2, 5, 9, 15}, {4, 8, 13}, {7, 10}, {14}}","{{1, 2, 6, 8, 9}, {3, 5, 7, 12}, {4, 11, 14}, {10, 15}, {13}}",False,,,,False,FlipSYTNotFound
79270,"{{1, 3, 7, 12, 15}, {2, 5, 8, 14}, {4, 6, 11}, {9, 10}, {13}}","{{1, 2, 3, 6, 7}, {4, 5, 10, 12}, {8, 11, 14}, {9, 15}, {13}}",False,,,,False,FlipSYTNotFound
79286,"{{1, 3, 6, 12, 15}, {2, 5, 8, 14}, {4, 7, 11}, {9, 10}, {13}}","{{1, 2, 3, 6, 7}, {4, 5, 9, 12}, {8, 11, 14}, {10, 15}, {13}}",False,,,,False,FlipSYTNotFound
79290,"{{1, 4, 6, 12, 15}, {2, 5, 8, 14}, {3, 7, 11}, {9, 10}, {13}}","{{1, 2, 3, 6, 7}, {4, 5, 9, 13}, {8, 11, 14}, {10, 15}, {12}}",False,,,,False,FlipSYTNotFound
79315,"{{1, 2, 5, 12, 15}, {3, 6, 8, 14}, {4, 7, 11}, {9, 10}, {13}}","{{1, 2, 3, 6, 7}, {4, 5, 9, 12}, {8, 13, 15}, {10, 14}, {11}}",False,,,,False,FlipSYTNotFound
79325,"{{1, 3, 8, 9, 15}, {2, 5, 10, 13}, {4, 6, 12}, {7, 11}, {14}}","{{1, 2, 4, 5, 9}, {3, 8, 10, 12}, {6, 11, 14}, {7, 15}, {13}}",False,,,,False,FlipSYTNotFound
79331,"{{1, 3, 8, 9, 15}, {2, 5, 10, 13}, {4, 7, 12}, {6, 11}, {14}}","{{1, 2, 4, 5, 10}, {3, 8, 9, 12}, {6, 11, 14}, {7, 15}, {13}}",False,,,,False,FlipSYTNotFound
79393,"{{1, 3, 6, 11, 12}, {2, 5, 8, 15}, {4, 9, 13}, {7, 10}, {14}}","{{1, 2, 6, 9, 12}, {3, 5, 7, 11}, {4, 13, 14}, {8, 15}, {10}}",False,,,,False,FlipSYTNotFound
79520,"{{1, 3, 7, 12, 15}, {2, 6, 9, 14}, {4, 8, 10}, {5, 11}, {13}}","{{1, 2, 3, 8, 11}, {4, 5, 10, 12}, {6, 13, 14}, {7, 15}, {9}}",False,,,,False,FlipSYTNotFound
79615,"{{1, 3, 9, 10, 12}, {2, 5, 11, 15}, {4, 7, 13}, {6, 8}, {14}}","{{1, 2, 7, 8, 10}, {3, 5, 9, 12}, {4, 11, 14}, {6, 15}, {13}}",False,,,,False,FlipSYTNotFound
79656,"{{1, 3, 9, 10, 12}, {2, 5, 11, 15}, {4, 6, 13}, {7, 8}, {14}}","{{1, 2, 7, 8, 9}, {3, 5, 10, 12}, {4, 11, 14}, {6, 15}, {13}}",False,,,,False,FlipSYTNotFound
79691,"{{1, 3, 8, 10, 12}, {2, 5, 11, 15}, {4, 7, 13}, {6, 9}, {14}}","{{1, 2, 7, 9, 10}, {3, 5, 8, 12}, {4, 11, 14}, {6, 15}, {13}}",False,,,,False,FlipSYTNotFound
79716,"{{1, 3, 8, 10, 12}, {2, 4, 11, 15}, {5, 6, 13}, {7, 9}, {14}}","{{1, 2, 7, 9, 11}, {3, 5, 8, 10}, {4, 12, 14}, {6, 15}, {13}}",False,,,,False,FlipSYTNotFound
79748,"{{1, 3, 7, 12, 15}, {2, 6, 8, 14}, {4, 9, 10}, {5, 11}, {13}}","{{1, 2, 3, 7, 11}, {4, 5, 10, 12}, {6, 13, 14}, {8, 15}, {9}}",False,,,,False,FlipSYTNotFound
79899,"{{1, 3, 7, 8, 15}, {2, 5, 10, 13}, {4, 6, 12}, {9, 11}, {14}}","{{1, 2, 4, 5, 7}, {3, 9, 10, 12}, {6, 11, 14}, {8, 15}, {13}}",False,,,,False,FlipSYTNotFound
79922,"{{1, 3, 7, 10, 12}, {2, 4, 11, 15}, {5, 6, 13}, {8, 9}, {14}}","{{1, 2, 7, 8, 11}, {3, 5, 9, 10}, {4, 12, 14}, {6, 15}, {13}}",False,,,,False,FlipSYTNotFound
79999,"{{1, 4, 6, 7, 15}, {2, 5, 10, 13}, {3, 8, 12}, {9, 11}, {14}}","{{1, 2, 4, 5, 7}, {3, 8, 11, 13}, {6, 10, 14}, {9, 15}, {12}}",False,,,,False,FlipSYTNotFound
80000,"{{1, 3, 8, 9, 12}, {2, 4, 11, 15}, {5, 6, 13}, {7, 10}, {14}}","{{1, 2, 6, 9, 11}, {3, 5, 8, 10}, {4, 12, 14}, {7, 15}, {13}}",False,,,,False,FlipSYTNotFound
80007,"{{1, 3, 4, 10, 12}, {2, 5, 11, 15}, {6, 7, 13}, {8, 9}, {14}}","{{1, 2, 7, 8, 14}, {3, 5, 9, 10}, {4, 11, 13}, {6, 15}, {12}}",False,,,,False,FlipSYTNotFound
80029,"{{1, 3, 5, 10, 12}, {2, 6, 11, 15}, {4, 8, 13}, {7, 9}, {14}}","{{1, 2, 7, 9, 14}, {3, 5, 8, 12}, {4, 10, 13}, {6, 15}, {11}}",False,,,,False,FlipSYTNotFound
80062,"{{1, 3, 8, 9, 12}, {2, 5, 11, 15}, {4, 7, 13}, {6, 10}, {14}}","{{1, 2, 6, 9, 10}, {3, 5, 8, 12}, {4, 11, 14}, {7, 15}, {13}}",False,,,,False,FlipSYTNotFound
80079,"{{1, 3, 5, 9, 12}, {2, 6, 11, 15}, {4, 8, 13}, {7, 10}, {14}}","{{1, 2, 6, 9, 14}, {3, 5, 8, 12}, {4, 10, 13}, {7, 15}, {11}}",False,,,,False,FlipSYTNotFound
80094,"{{1, 3, 7, 9, 12}, {2, 4, 11, 15}, {5, 6, 13}, {8, 10}, {14}}","{{1, 2, 6, 8, 11}, {3, 5, 9, 10}, {4, 12, 14}, {7, 15}, {13}}",False,,,,False,FlipSYTNotFound
80200,"{{1, 3, 7, 9, 15}, {2, 6, 8, 13}, {4, 10, 12}, {5, 11}, {14}}","{{1, 2, 4, 5, 11}, {3, 8, 10, 12}, {6, 13, 14}, {7, 15}, {9}}",False,,,,False,FlipSYTNotFound
80349,"{{1, 3, 9, 11, 15}, {2, 5, 10, 14}, {4, 7, 12}, {6, 8}, {13}}","{{1, 2, 3, 8, 10}, {4, 6, 9, 12}, {5, 11, 14}, {7, 15}, {13}}",False,,,,False,FlipSYTNotFound
